ID;motivo_emp;valor_emp;tx_emp;emp_ativo
17151;MEDICO;20000;17.04;1
17152;Investimento;7500;17.04;0
17153;MEDICO;20000;17.04;1
17154;Investimento;18000;17.04;1
17155;Reforma da Casa;2500;17.04;0
17156;Reforma da Casa;10000;17.04;0
17157;Quitar outras dividas;8200;17.04;1
17158;PESSOAL;24000;17.04;0
17159;PESSOAL;10000;17.04;0
17160;Reforma da Casa;25000;17.04;1
17161;Investimento;20000;17.04;1
17162;Investimento;6000;17.04;1
17163;Investimento;2500;17.04;0
17164;MEDICO;9000;17.06;1
17165;Investimento;20000;17.06;1
17166;Reforma da Casa;15000;17.06;0
17167;Investimento;3625;17.14;1
17168;Reforma da Casa;16050;17.14;1
17169;Reforma da Casa;2100;17.14;1
17170;EDUCACAO;12000;17.14;0
17171;PESSOAL;10000;17.14;0
17172;EDUCACAO;5500;17.14;0
17173;Investimento;16000;17.14;0
17174;PESSOAL;10000;17.14;1
17175;Quitar outras dividas;11750;17.14;1
17176;Investimento;25000;17.14;0
17177;Investimento;35000;17.14;0
17178;Quitar outras dividas;24000;17.14;1
17179;Investimento;20000;17.14;1
17180;EDUCACAO;9600;17.14;0
17181;MEDICO;10000;17.14;0
17182;Reforma da Casa;15000;17.14;0
17183;EDUCACAO;10000;17.14;1
17184;Reforma da Casa;16000;17.15;1
17185;EDUCACAO;16000;17.15;1
17186;Investimento;15000;17.15;0
17187;MEDICO;22000;17.19;1
17188;MEDICO;18000;17.19;1
17189;Investimento;18000;17.19;1
17190;MEDICO;17600;17.19;1
17191;EDUCACAO;17500;17.19;1
17192;MEDICO;1500;17.19;1
17193;Reforma da Casa;2400;17.19;1
17194;EDUCACAO;9250;17.19;0
17195;EDUCACAO;11000;17.19;0
17196;Quitar outras dividas;5000;17.19;1
17197;Quitar outras dividas;5200;17.19;1
17198;MEDICO;6000;17.19;1
17199;Investimento;22000;17.19;0
17200;Reforma da Casa;5200;17.19;0
17201;Quitar outras dividas;10000;17.19;1
17202;Quitar outras dividas;17500;17.19;1
17203;Reforma da Casa;4000;17.19;1
17204;Investimento;8000;17.19;0
17205;EDUCACAO;14000;17.19;0
17206;Quitar outras dividas;24000;17.19;1
17207;Investimento;15000;17.19;0
17208;EDUCACAO;15000;17.19;0
17209;Investimento;5200;17.19;1
17210;EDUCACAO;6000;17.19;1
17211;PESSOAL;10000;17.19;1
17212;MEDICO;25000;17.19;1
17213;PESSOAL;25000;17.19;1
17214;Investimento;20000;17.19;0
17215;PESSOAL;2000;17.19;1
17216;MEDICO;4000;17.19;1
17217;MEDICO;9750;17.19;1
17218;PESSOAL;6000;17.19;1
17219;EDUCACAO;8400;17.19;0
17220;PESSOAL;10000;17.19;0
17221;MEDICO;3000;17.19;1
17222;Reforma da Casa;8500;17.19;0
17223;EDUCACAO;8000;17.19;0
17224;MEDICO;19600;17.19;1
17225;Reforma da Casa;25000;17.19;1
17226;MEDICO;21000;17.26;1
17227;Quitar outras dividas;19200;17.26;1
17228;Reforma da Casa;13000;17.26;1
17229;Reforma da Casa;25000;17.26;1
17230;Quitar outras dividas;15000;17.26;1
17231;Quitar outras dividas;24000;17.26;1
17232;MEDICO;18000;17.26;1
17233;PESSOAL;30000;17.27;1
17234;Quitar outras dividas;3500;17.27;1
17235;Reforma da Casa;3600;17.27;1
17236;MEDICO;16000;17.27;1
17237;Reforma da Casa;16000;17.27;0
17238;PESSOAL;2100;17.27;0
17239;Investimento;2400;17.27;1
17240;EDUCACAO;13000;17.27;1
17241;EDUCACAO;3000;17.27;1
17242;Investimento;4500;17.27;1
17243;Quitar outras dividas;3600;17.27;1
17244;Quitar outras dividas;15000;17.27;1
17245;Quitar outras dividas;5000;17.27;1
17246;PESSOAL;20000;17.27;1
17247;PESSOAL;22800;17.27;0
17248;MEDICO;6750;17.27;1
17249;Reforma da Casa;7750;17.27;1
17250;Investimento;5200;17.27;1
17251;Quitar outras dividas;8150;17.27;1
17252;Quitar outras dividas;8400;17.27;1
17253;PESSOAL;8400;17.27;0
17254;Investimento;8000;17.27;0
17255;EDUCACAO;9600;17.27;1
17256;PESSOAL;10000;17.27;0
17257;Investimento;11200;17.27;1
17258;Quitar outras dividas;12000;17.27;1
17259;Quitar outras dividas;18000;17.27;1
17260;Quitar outras dividas;1500;17.27;1
17261;Reforma da Casa;15000;17.27;0
17262;PESSOAL;5200;17.27;1
17263;Quitar outras dividas;22800;17.27;1
17264;PESSOAL;3000;17.27;1
17265;MEDICO;4500;17.27;1
17266;Reforma da Casa;12000;17.27;1
17267;PESSOAL;16000;17.27;0
17268;MEDICO;13250;17.27;1
17269;Quitar outras dividas;12000;17.27;1
17270;EDUCACAO;4000;17.27;1
17271;MEDICO;10200;17.27;1
17272;MEDICO;12700;17.27;1
17273;PESSOAL;21600;17.27;1
17274;EDUCACAO;8000;17.27;0
17275;Investimento;25500;17.27;1
17276;Investimento;10000;17.27;1
17277;EDUCACAO;10000;17.27;0
17278;MEDICO;12000;17.27;1
17279;Reforma da Casa;35000;17.27;1
17280;PESSOAL;10000;17.27;0
17281;MEDICO;18000;17.27;1
17282;Investimento;2000;17.27;1
17283;Reforma da Casa;15000;17.27;0
17284;Quitar outras dividas;15600;17.27;1
17285;Quitar outras dividas;6000;17.27;1
17286;Reforma da Casa;25000;17.34;1
17287;Investimento;20000;17.39;1
17288;MEDICO;20000;17.39;1
17289;EDUCACAO;5000;17.39;0
17290;EDUCACAO;10000;17.39;0
17291;Investimento;8000;17.39;0
17292;MEDICO;24000;17.39;1
17293;MEDICO;20000;17.39;1
17294;Investimento;4000;17.39;0
17295;PESSOAL;18000;17.39;1
17296;Investimento;5000;17.39;1
17297;Quitar outras dividas;18000;17.39;1
17298;Quitar outras dividas;25000;17.39;1
17299;PESSOAL;18000;17.39;0
17300;Quitar outras dividas;4000;17.39;1
17301;MEDICO;5000;17.43;1
17302;PESSOAL;20000;17.43;0
17303;Quitar outras dividas;24000;17.43;1
17304;Reforma da Casa;20700;17.43;0
17305;MEDICO;3000;17.44;1
17306;Investimento;25000;17.46;1
17307;PESSOAL;25000;17.49;1
17308;PESSOAL;20000;17.49;1
17309;PESSOAL;2000;17.49;1
17310;Investimento;14000;17.49;1
17311;Reforma da Casa;2500;17.49;1
17312;Reforma da Casa;3200;17.49;1
17313;Quitar outras dividas;3600;17.49;1
17314;EDUCACAO;5000;17.49;0
17315;Investimento;5500;17.49;0
17316;PESSOAL;4000;17.49;1
17317;Quitar outras dividas;6500;17.49;1
17318;EDUCACAO;4800;17.49;0
17319;Reforma da Casa;6400;17.49;1
17320;PESSOAL;6400;17.49;0
17321;EDUCACAO;12000;17.49;1
17322;MEDICO;8000;17.49;1
17323;EDUCACAO;15000;17.49;0
17324;Quitar outras dividas;25000;17.49;1
17325;Investimento;5000;17.49;0
17326;Investimento;25000;17.49;0
17327;PESSOAL;15000;17.49;1
17328;Investimento;14000;17.49;0
17329;Investimento;2950;17.49;1
17330;MEDICO;6500;17.49;1
17331;Quitar outras dividas;2000;17.49;1
17332;Investimento;35000;17.49;0
17333;EDUCACAO;30000;17.49;0
17334;Reforma da Casa;35000;17.49;0
17335;Quitar outras dividas;28000;17.49;1
17336;Quitar outras dividas;17200;17.49;1
17337;MEDICO;2400;17.49;1
17338;PESSOAL;4425;17.49;0
17339;EDUCACAO;6000;17.49;1
17340;PESSOAL;8000;17.49;1
17341;Reforma da Casa;3000;17.49;0
17342;Investimento;8000;17.49;0
17343;EDUCACAO;11200;17.49;0
17344;Quitar outras dividas;35000;17.49;1
17345;MEDICO;16000;17.49;1
17346;Quitar outras dividas;8000;17.49;1
17347;EDUCACAO;2400;17.49;1
17348;EDUCACAO;7500;17.49;1
17349;Investimento;6800;17.49;0
17350;PESSOAL;8000;17.49;0
17351;Quitar outras dividas;8000;17.49;1
17352;Quitar outras dividas;8000;17.49;1
17353;Quitar outras dividas;1000;17.49;1
17354;EDUCACAO;22000;17.51;1
17355;Investimento;5000;17.51;1
17356;Quitar outras dividas;20000;17.51;1
17357;EDUCACAO;14000;17.51;1
17358;MEDICO;14000;17.51;1
17359;MEDICO;20000;17.51;1
17360;Reforma da Casa;20000;17.51;1
17361;MEDICO;5000;17.51;1
17362;Reforma da Casa;5000;17.51;0
17363;PESSOAL;10225;17.51;0
17364;Investimento;1800;17.54;0
17365;PESSOAL;24250;17.56;1
17366;Reforma da Casa;24250;17.56;1
17367;MEDICO;24000;17.56;1
17368;Investimento;18250;17.56;1
17369;PESSOAL;3000;17.56;0
17370;EDUCACAO;7400;17.56;1
17371;Reforma da Casa;6900;17.56;1
17372;PESSOAL;12000;17.56;0
17373;Reforma da Casa;24000;17.56;0
17374;Investimento;20000;17.56;0
17375;Quitar outras dividas;12000;17.56;1
17376;PESSOAL;25000;17.56;0
17377;Quitar outras dividas;1200;17.56;1
17378;Quitar outras dividas;9000;17.56;1
17379;MEDICO;2800;17.56;0
17380;MEDICO;20000;17.56;1
17381;EDUCACAO;14000;17.56;0
17382;Quitar outras dividas;15000;17.56;1
17383;Reforma da Casa;5000;17.56;0
17384;PESSOAL;5000;17.56;0
17385;EDUCACAO;25000;17.56;1
17386;MEDICO;3000;17.56;1
17387;EDUCACAO;5500;17.56;1
17388;EDUCACAO;34000;17.58;1
17389;EDUCACAO;22000;17.58;1
17390;PESSOAL;17200;17.58;0
17391;Reforma da Casa;16750;17.58;1
17392;Investimento;16000;17.58;1
17393;EDUCACAO;15000;17.58;1
17394;EDUCACAO;2300;17.58;0
17395;Investimento;13275;17.58;0
17396;Reforma da Casa;2400;17.58;1
17397;EDUCACAO;3000;17.58;0
17398;Reforma da Casa;3400;17.58;1
17399;Quitar outras dividas;4000;17.58;1
17400;MEDICO;4000;17.58;1
17401;Quitar outras dividas;4150;17.58;1
17402;EDUCACAO;5500;17.58;0
17403;EDUCACAO;8000;17.58;0
17404;PESSOAL;7125;17.58;0
17405;MEDICO;7000;17.58;1
17406;PESSOAL;7000;17.58;0
17407;EDUCACAO;7200;17.58;0
17408;MEDICO;7200;17.58;1
17409;MEDICO;7500;17.58;0
17410;Reforma da Casa;8000;17.58;1
17411;Investimento;5000;17.58;1
17412;MEDICO;15000;17.58;0
17413;Quitar outras dividas;9000;17.58;1
17414;Investimento;7200;17.58;0
17415;Quitar outras dividas;7500;17.58;0
17416;EDUCACAO;11400;17.58;0
17417;Investimento;24000;17.58;0
17418;Quitar outras dividas;12000;17.58;1
17419;MEDICO;14000;17.58;1
17420;Reforma da Casa;15000;17.58;0
17421;EDUCACAO;14000;17.58;0
17422;PESSOAL;20000;17.58;1
17423;EDUCACAO;35000;17.58;0
17424;PESSOAL;3000;17.58;0
17425;Reforma da Casa;15000;17.58;0
17426;MEDICO;30000;17.58;1
17427;Investimento;9000;17.58;0
17428;Quitar outras dividas;15000;17.58;0
17429;Reforma da Casa;35000;17.58;0
17430;MEDICO;20050;17.58;1
17431;PESSOAL;20000;17.58;1
17432;EDUCACAO;15000;17.58;1
17433;Reforma da Casa;13250;17.58;1
17434;Reforma da Casa;8575;17.58;1
17435;MEDICO;10000;17.58;0
17436;Investimento;3000;17.58;0
17437;PESSOAL;7075;17.58;0
17438;MEDICO;10000;17.58;1
17439;MEDICO;10000;17.58;1
17440;PESSOAL;22000;17.58;0
17441;MEDICO;15000;17.58;1
17442;Investimento;30000;17.58;0
17443;EDUCACAO;12000;17.58;0
17444;Investimento;14000;17.58;0
17445;Reforma da Casa;11250;17.58;0
17446;Quitar outras dividas;15000;17.58;1
17447;MEDICO;10000;17.58;0
17448;Quitar outras dividas;15000;17.58;1
17449;MEDICO;20000;17.58;1
17450;Reforma da Casa;14000;17.58;1
17451;PESSOAL;6000;17.58;1
17452;Investimento;4575;17.74;1
17453;Investimento;20000;17.74;1
17454;Investimento;20000;17.74;0
17455;MEDICO;12000;17.74;1
17456;Investimento;20000;17.74;1
17457;Reforma da Casa;4000;17.74;1
17458;MEDICO;20000;17.74;1
17459;Reforma da Casa;20000;17.74;0
17460;Reforma da Casa;20000;17.74;0
17461;Quitar outras dividas;20400;17.74;1
17462;Reforma da Casa;17000;17.74;1
17463;Reforma da Casa;24000;17.74;0
17464;Quitar outras dividas;20000;17.74;1
17465;EDUCACAO;15000;17.74;1
17466;MEDICO;20400;17.74;1
17467;Investimento;20000;17.74;0
17468;EDUCACAO;5000;17.74;1
17469;Reforma da Casa;8000;17.74;1
17470;Quitar outras dividas;22000;17.74;1
17471;Reforma da Casa;14000;17.74;0
17472;MEDICO;22000;17.74;1
17473;Investimento;14000;17.74;0
17474;PESSOAL;24000;17.8;1
17475;Reforma da Casa;24000;17.8;1
17476;EDUCACAO;3000;17.8;0
17477;MEDICO;18500;17.8;1
17478;Reforma da Casa;25000;17.8;1
17479;EDUCACAO;10000;17.88;1
17480;MEDICO;7000;17.88;1
17481;Investimento;16000;17.88;1
17482;Investimento;12000;17.88;1
17483;PESSOAL;15600;17.88;0
17484;MEDICO;25000;17.88;1
17485;MEDICO;15000;17.88;1
17486;EDUCACAO;15000;17.88;0
17487;PESSOAL;25000;17.9;1
17488;Quitar outras dividas;3000;17.9;1
17489;Investimento;25000;17.93;1
17490;MEDICO;25000;17.93;1
17491;Investimento;3200;17.93;1
17492;Investimento;4800;17.93;0
17493;Reforma da Casa;4000;17.93;1
17494;Investimento;10000;17.93;1
17495;EDUCACAO;5500;17.93;1
17496;Investimento;8000;17.93;0
17497;EDUCACAO;10000;17.93;1
17498;PESSOAL;10000;17.93;0
17499;EDUCACAO;10000;17.93;1
17500;EDUCACAO;3000;17.93;0
17501;PESSOAL;25000;17.93;0
17502;Reforma da Casa;13000;17.93;0
17503;MEDICO;15250;17.93;1
17504;Quitar outras dividas;25000;17.93;1
17505;MEDICO;25000;17.93;1
17506;MEDICO;2400;17.93;1
17507;Quitar outras dividas;4000;17.93;1
17508;EDUCACAO;6600;17.93;0
17509;MEDICO;9000;17.93;1
17510;Quitar outras dividas;10000;17.93;1
17511;Investimento;9000;17.93;0
17512;PESSOAL;12000;17.93;1
17513;MEDICO;17500;17.93;1
17514;EDUCACAO;23975;17.93;1
17515;Quitar outras dividas;25000;17.93;1
17516;Reforma da Casa;17500;17.93;0
17517;Investimento;9000;17.93;0
17518;EDUCACAO;23975;17.93;1
17519;Investimento;20000;17.93;0
17520;Reforma da Casa;18000;17.93;1
17521;MEDICO;30000;17.99;1
17522;Quitar outras dividas;20000;17.99;1
17523;PESSOAL;1000;17.99;1
17524;Quitar outras dividas;12000;17.99;1
17525;MEDICO;4500;17.99;1
17526;PESSOAL;4800;17.99;1
17527;MEDICO;4800;17.99;1
17528;EDUCACAO;5300;17.99;1
17529;Investimento;11400;17.99;1
17530;PESSOAL;25000;17.99;0
17531;Quitar outras dividas;10000;17.99;1
17532;Quitar outras dividas;11000;17.99;1
17533;PESSOAL;14400;17.99;1
17534;EDUCACAO;25000;17.99;0
17535;MEDICO;11000;17.99;1
17536;Investimento;14400;17.99;1
17537;EDUCACAO;16000;17.99;1
17538;Investimento;10200;17.99;1
17539;Quitar outras dividas;5000;17.99;1
17540;EDUCACAO;10000;17.99;1
17541;Reforma da Casa;6000;17.99;1
17542;Reforma da Casa;15000;17.99;0
17543;MEDICO;3600;17.99;1
17544;EDUCACAO;35000;17.99;0
17545;PESSOAL;10200;17.99;1
17546;MEDICO;35000;17.99;1
17547;Investimento;4000;17.99;1
17548;PESSOAL;16800;17.99;0
17549;Quitar outras dividas;15000;17.99;1
17550;Quitar outras dividas;12000;17.99;1
17551;Reforma da Casa;30000;17.99;0
17552;EDUCACAO;10000;18.07;0
17553;Reforma da Casa;6000;18.07;1
17554;EDUCACAO;4000;18.07;0
17555;Investimento;3200;18.09;1
17556;Reforma da Casa;5600;18.09;1
17557;MEDICO;7000;18.09;1
17558;Quitar outras dividas;25000;18.09;1
17559;EDUCACAO;25000;18.09;0
17560;MEDICO;14000;18.09;1
17561;MEDICO;8000;18.09;1
17562;Investimento;10000;18.09;0
17563;Reforma da Casa;14000;18.09;0
17564;MEDICO;10000;18.09;1
17565;MEDICO;25000;18.09;1
17566;Investimento;20000;18.17;1
17567;EDUCACAO;8800;18.21;0
17568;Investimento;5000;18.21;1
17569;Investimento;8000;18.21;0
17570;Quitar outras dividas;35000;18.25;1
17571;MEDICO;10000;18.25;1
17572;Reforma da Casa;20000;18.25;1
17573;PESSOAL;16950;18.25;1
17574;EDUCACAO;1200;18.25;1
17575;PESSOAL;1600;18.25;1
17576;Reforma da Casa;15000;18.25;1
17577;MEDICO;5000;18.25;0
17578;MEDICO;3800;18.25;1
17579;MEDICO;5000;18.25;1
17580;EDUCACAO;8000;18.25;0
17581;Investimento;8400;18.25;1
17582;PESSOAL;3000;18.25;0
17583;PESSOAL;15000;18.25;0
17584;EDUCACAO;10000;18.25;0
17585;MEDICO;10000;18.25;1
17586;PESSOAL;10000;18.25;1
17587;MEDICO;12750;18.25;1
17588;PESSOAL;35000;18.25;0
17589;PESSOAL;35000;18.25;0
17590;Reforma da Casa;15000;18.25;0
17591;Quitar outras dividas;15000;18.25;1
17592;PESSOAL;23000;18.25;0
17593;Reforma da Casa;23000;18.25;0
17594;MEDICO;3800;18.25;1
17595;EDUCACAO;35000;18.25;0
17596;Quitar outras dividas;5000;18.25;0
17597;Reforma da Casa;35000;18.25;1
17598;EDUCACAO;35000;18.25;1
17599;EDUCACAO;20000;18.25;1
17600;Reforma da Casa;2250;18.25;1
17601;PESSOAL;10400;18.25;1
17602;Quitar outras dividas;5000;18.25;1
17603;Quitar outras dividas;5000;18.25;1
17604;EDUCACAO;8000;18.25;1
17605;MEDICO;9750;18.25;1
17606;Quitar outras dividas;10000;18.25;1
17607;PESSOAL;9000;18.25;0
17608;Quitar outras dividas;30000;18.25;1
17609;Quitar outras dividas;35000;18.25;1
17610;Quitar outras dividas;20000;18.25;1
17611;Investimento;18200;18.25;0
17612;Reforma da Casa;6625;18.25;0
17613;Quitar outras dividas;18200;18.25;1
17614;PESSOAL;25000;18.3;0
17615;EDUCACAO;24000;18.3;1
17616;PESSOAL;18000;18.3;0
17617;MEDICO;2000;18.3;1
17618;Quitar outras dividas;7000;18.3;1
17619;Investimento;8000;18.3;1
17620;Reforma da Casa;25000;18.3;0
17621;EDUCACAO;25000;18.3;1
17622;MEDICO;20000;18.3;1
17623;Reforma da Casa;2000;18.3;1
17624;EDUCACAO;2500;18.3;1
17625;MEDICO;24500;18.3;1
17626;Investimento;24500;18.3;0
17627;MEDICO;25000;18.3;1
17628;Reforma da Casa;24625;18.36;1
17629;EDUCACAO;35000;18.39;1
17630;EDUCACAO;30000;18.39;1
17631;PESSOAL;2000;18.39;1
17632;Investimento;5000;18.39;0
17633;Investimento;10000;18.39;0
17634;Reforma da Casa;1000;18.39;0
17635;Investimento;8000;18.39;0
17636;MEDICO;8000;18.39;1
17637;PESSOAL;4000;18.39;1
17638;EDUCACAO;13000;18.39;1
17639;Quitar outras dividas;15000;18.39;1
17640;Quitar outras dividas;7500;18.39;1
17641;Reforma da Casa;24000;18.39;0
17642;Investimento;3000;18.39;0
17643;PESSOAL;3500;18.39;0
17644;PESSOAL;4500;18.39;0
17645;EDUCACAO;4150;18.39;0
17646;EDUCACAO;9600;18.39;0
17647;MEDICO;9000;18.39;1
17648;MEDICO;10000;18.39;1
17649;EDUCACAO;10000;18.39;1
17650;PESSOAL;2400;18.39;0
17651;Investimento;15000;18.39;0
17652;MEDICO;3000;18.39;1
17653;Quitar outras dividas;6800;18.39;1
17654;Reforma da Casa;2000;18.39;1
17655;EDUCACAO;30000;18.39;1
17656;MEDICO;35000;18.39;1
17657;EDUCACAO;2400;18.39;0
17658;MEDICO;30000;18.39;1
17659;Investimento;25000;18.43;1
17660;EDUCACAO;15000;18.43;0
17661;PESSOAL;13750;18.43;0
17662;Quitar outras dividas;8000;18.43;1
17663;Investimento;10000;18.43;1
17664;EDUCACAO;10000;18.43;0
17665;Quitar outras dividas;25000;18.43;1
17666;Quitar outras dividas;13750;18.43;1
17667;Reforma da Casa;5175;18.43;1
17668;MEDICO;5000;18.43;1
17669;MEDICO;8400;18.43;1
17670;Quitar outras dividas;10000;18.43;1
17671;MEDICO;23000;18.43;1
17672;EDUCACAO;10000;18.43;0
17673;MEDICO;24000;18.43;1
17674;PESSOAL;15000;18.49;0
17675;Quitar outras dividas;7200;18.53;1
17676;EDUCACAO;25000;18.53;0
17677;Quitar outras dividas;7200;18.53;1
17678;MEDICO;14800;18.53;1
17679;MEDICO;19400;18.53;1
17680;Investimento;19400;18.53;0
17681;EDUCACAO;8400;18.54;1
17682;Quitar outras dividas;30000;18.62;1
17683;MEDICO;10000;18.62;1
17684;Quitar outras dividas;12500;18.62;1
17685;Investimento;30000;18.62;0
17686;Quitar outras dividas;30000;18.62;1
17687;EDUCACAO;10000;18.62;1
17688;MEDICO;28000;18.62;1
17689;MEDICO;20000;18.62;1
17690;EDUCACAO;25000;18.62;0
17691;MEDICO;24000;18.62;1
17692;Quitar outras dividas;25000;18.62;1
17693;Reforma da Casa;28000;18.62;1
17694;EDUCACAO;15000;18.62;1
17695;EDUCACAO;15000;18.62;1
17696;EDUCACAO;18000;18.64;0
17697;Investimento;20000;18.64;1
17698;MEDICO;3800;18.64;1
17699;EDUCACAO;2500;18.64;1
17700;Investimento;7000;18.64;0
17701;PESSOAL;8400;18.64;0
17702;Investimento;6100;18.64;1
17703;Quitar outras dividas;9000;18.64;1
17704;Reforma da Casa;10000;18.64;0
17705;Investimento;15000;18.64;1
17706;Quitar outras dividas;1500;18.64;1
17707;Reforma da Casa;1500;18.64;1
17708;PESSOAL;15000;18.64;1
17709;Investimento;2500;18.64;1
17710;EDUCACAO;15000;18.64;1
17711;PESSOAL;35000;18.64;1
17712;EDUCACAO;35000;18.64;1
17713;EDUCACAO;21600;18.64;1
17714;PESSOAL;4000;18.64;1
17715;PESSOAL;15000;18.64;0
17716;EDUCACAO;10000;18.64;0
17717;Investimento;8000;18.64;0
17718;PESSOAL;33000;18.64;1
17719;MEDICO;35000;18.64;1
17720;Reforma da Casa;14000;18.64;0
17721;Investimento;4000;18.64;1
17722;EDUCACAO;33000;18.64;1
17723;EDUCACAO;35000;18.64;1
17724;Reforma da Casa;20000;18.64;0
17725;Investimento;25000;18.67;0
17726;Investimento;22800;18.67;0
17727;EDUCACAO;16000;18.67;1
17728;Reforma da Casa;12800;18.67;0
17729;EDUCACAO;20500;18.67;0
17730;PESSOAL;13200;18.67;1
17731;Reforma da Casa;24000;18.72;1
17732;PESSOAL;25000;18.78;0
17733;MEDICO;22000;18.78;1
17734;PESSOAL;2500;18.78;1
17735;Investimento;18000;18.78;0
17736;Reforma da Casa;18000;18.78;0
17737;PESSOAL;10800;18.79;1
17738;PESSOAL;7200;18.79;0
17739;MEDICO;13650;18.79;1
17740;PESSOAL;14400;18.79;0
17741;EDUCACAO;1500;18.79;1
17742;PESSOAL;1500;18.79;1
17743;Reforma da Casa;21000;18.79;1
17744;Reforma da Casa;18000;18.79;1
17745;Reforma da Casa;4000;18.79;0
17746;Reforma da Casa;5000;18.79;1
17747;MEDICO;20000;18.79;1
17748;Investimento;8000;18.79;0
17749;Investimento;12000;18.79;1
17750;MEDICO;4800;18.79;1
17751;EDUCACAO;30000;18.79;0
17752;Reforma da Casa;5000;18.79;1
17753;Quitar outras dividas;30600;18.79;1
17754;Reforma da Casa;22000;18.79;1
17755;MEDICO;2400;18.79;1
17756;EDUCACAO;8000;18.79;0
17757;MEDICO;12000;18.84;1
17758;EDUCACAO;25000;18.84;1
17759;Quitar outras dividas;25000;18.84;1
17760;PESSOAL;25000;18.84;1
17761;EDUCACAO;22500;18.99;1
17762;EDUCACAO;22500;18.99;1
17763;MEDICO;1200;18.99;0
17764;PESSOAL;20000;18.99;0
17765;MEDICO;1000;19.03;1
17766;EDUCACAO;4000;19.03;1
17767;EDUCACAO;4400;19.03;0
17768;PESSOAL;5000;19.03;0
17769;Reforma da Casa;7000;19.03;1
17770;Investimento;4000;19.03;0
17771;Reforma da Casa;35000;19.03;0
17772;EDUCACAO;15000;19.03;0
17773;Reforma da Casa;21600;19.03;0
17774;PESSOAL;32000;19.03;0
17775;PESSOAL;12000;19.03;0
17776;EDUCACAO;24000;19.03;0
17777;Reforma da Casa;12500;19.03;0
17778;MEDICO;8875;19.03;0
17779;MEDICO;24250;19.03;1
17780;PESSOAL;7200;19.03;1
17781;MEDICO;10000;19.03;1
17782;MEDICO;30000;19.03;1
17783;Reforma da Casa;3000;19.03;1
17784;MEDICO;8875;19.03;0
17785;MEDICO;30000;19.03;1
17786;MEDICO;1500;19.03;1
17787;MEDICO;1500;19.03;1
17788;MEDICO;25000;19.04;1
17789;PESSOAL;25000;19.04;1
17790;Quitar outras dividas;9500;19.04;1
17791;Quitar outras dividas;14000;19.04;1
17792;Reforma da Casa;12500;19.04;1
17793;Quitar outras dividas;25000;19.04;1
17794;Investimento;14000;19.04;0
17795;Quitar outras dividas;25000;19.04;1
17796;Reforma da Casa;10000;19.04;0
17797;MEDICO;7500;19.04;1
17798;MEDICO;2000;19.13;1
17799;EDUCACAO;6000;19.13;0
17800;Investimento;3000;19.13;0
17801;PESSOAL;20000;19.13;0
17802;EDUCACAO;6000;19.13;0
17803;Investimento;8000;19.13;0
17804;MEDICO;15000;19.13;1
17805;PESSOAL;25000;19.13;1
17806;Quitar outras dividas;25000;19.13;1
17807;MEDICO;20000;19.13;1
17808;Reforma da Casa;5500;19.13;0
17809;EDUCACAO;7000;19.13;0
17810;Quitar outras dividas;15175;19.13;1
17811;EDUCACAO;5000;19.16;1
17812;PESSOAL;9600;19.16;1
17813;Investimento;9600;19.16;1
17814;Investimento;1600;19.16;0
17815;MEDICO;1200;19.29;1
17816;Quitar outras dividas;3000;19.29;1
17817;PESSOAL;1250;19.29;0
17818;Quitar outras dividas;4000;19.29;1
17819;Investimento;18400;19.29;0
17820;PESSOAL;10000;19.29;1
17821;EDUCACAO;2600;19.29;1
17822;MEDICO;10000;19.29;1
17823;MEDICO;35000;19.29;1
17824;Reforma da Casa;1200;19.29;1
17825;PESSOAL;10000;19.29;1
17826;EDUCACAO;35000;19.29;1
17827;Quitar outras dividas;3000;19.29;1
17828;EDUCACAO;6800;19.29;0
17829;Reforma da Casa;7650;19.29;1
17830;EDUCACAO;25000;19.29;0
17831;Quitar outras dividas;30000;19.29;1
17832;Quitar outras dividas;6000;19.39;1
17833;EDUCACAO;24250;19.41;0
17834;MEDICO;1500;19.41;0
17835;EDUCACAO;12800;19.41;1
17836;PESSOAL;12800;19.41;1
17837;PESSOAL;14725;19.41;0
17838;Investimento;21000;19.41;1
17839;Quitar outras dividas;25000;19.41;1
17840;Reforma da Casa;16000;19.41;1
17841;Quitar outras dividas;16000;19.41;1
17842;Reforma da Casa;25000;19.41;1
17843;Reforma da Casa;25000;19.41;0
17844;Investimento;4000;19.41;0
17845;MEDICO;3000;19.42;1
17846;Investimento;8000;19.42;0
17847;EDUCACAO;9175;19.42;0
17848;Quitar outras dividas;8600;19.42;1
17849;Investimento;10000;19.42;1
17850;Investimento;14800;19.42;0
17851;MEDICO;30000;19.42;1
17852;Reforma da Casa;24000;19.42;0
17853;Reforma da Casa;15600;19.42;1
17854;PESSOAL;9175;19.42;0
17855;PESSOAL;31000;19.42;0
17856;EDUCACAO;22200;19.42;1
17857;Quitar outras dividas;17250;19.42;1
17858;Investimento;6000;19.42;1
17859;PESSOAL;8575;19.42;1
17860;EDUCACAO;25000;19.42;0
17861;MEDICO;6000;19.42;1
17862;EDUCACAO;8575;19.42;1
17863;Reforma da Casa;8000;19.42;0
17864;MEDICO;16000;19.47;1
17865;EDUCACAO;5000;19.47;1
17866;Investimento;7000;19.47;0
17867;PESSOAL;20000;19.47;0
17868;MEDICO;10400;19.47;1
17869;MEDICO;5000;19.47;1
