ID;idade;renda_ano;moradia;anos_trabalho_atual;dados_contato;anos_hist_credito
26388;27;100000;FINANCIADA;0;1;6
26391;27;100000;FINANCIADA;2;0;5
26393;27;100000;FINANCIADA;2;1;9
26404;27;100000;FINANCIADA;10;0;10
26405;27;100000;FINANCIADA;0;0;10
27677;27;100000;aluguel;7;1;6
27745;27;100000;aluguel;12;0;5
27907;27;100000;FINANCIADA;11;0;8
28145;27;100000;aluguel;11;0;8
28407;27;100000;FINANCIADA;1;0;7
26409;27;100500;FINANCIADA;11;0;6
28222;27;100970;FINANCIADA;5;0;9
24955;27;101000;aluguel;2;0;6
26426;27;101000;FINANCIADA;1;0;8
26429;27;101004;FINANCIADA;2;0;5
26430;27;101004;FINANCIADA;3;0;9
25954;27;101877;aluguel;9;0;7
24854;27;102000;aluguel;2;0;6
26441;27;102000;FINANCIADA;1;0;5
26443;27;102000;FINANCIADA;9;0;9
26453;27;102000;FINANCIADA;2;0;8
26454;27;102000;FINANCIADA;1;0;7
26455;27;102000;FINANCIADA;6;0;9
28107;27;102000;FINANCIADA;1;0;8
26460;27;102400;FINANCIADA;2;0;10
26462;27;102500;FINANCIADA;3;0;6
26463;27;102500;FINANCIADA;0;0;6
18609;27;102616;aluguel;4;1;7
20574;27;103000;aluguel;9;0;10
21224;27;103000;aluguel;2;0;7
26476;27;103000;FINANCIADA;8;0;8
28131;27;103000;FINANCIADA;8;0;8
18134;27;103250;aluguel;1;0;10
19898;27;104000;aluguel;8;0;8
25991;27;104000;aluguel;8;0;7
26491;27;104000;FINANCIADA;11;0;9
26493;27;104000;propria;10;0;10
26495;27;104000;propria;4;1;6
28014;27;104000;FINANCIADA;11;0;7
28159;27;104000;aluguel;8;0;5
18969;27;104371;aluguel;4;0;5
29062;27;104371;aluguel;4;1;6
26506;27;104525;FINANCIADA;11;0;8
27368;27;104550;FINANCIADA;0;0;9
18466;27;105000;aluguel;4;0;9
26511;27;105000;FINANCIADA;11;0;7
26524;27;105000;FINANCIADA;7;0;5
26530;27;105000;FINANCIADA;3;0;5
26534;27;105000;FINANCIADA;9;0;6
26553;27;105000;FINANCIADA;5;0;6
27751;27;105000;aluguel;1;0;8
26560;27;105600;FINANCIADA;0;0;6
18971;27;106000;aluguel;5;0;6
20024;27;106000;aluguel;11;0;5
26565;27;106000;FINANCIADA;11;0;6
26571;27;106000;FINANCIADA;5;0;10
26579;27;106000;propria;3;1;9
28125;27;106000;FINANCIADA;11;0;8
26591;27;107000;FINANCIADA;11;0;7
26596;27;107000;FINANCIADA;2;0;5
26598;27;107000;FINANCIADA;4;0;10
26922;27;107450;FINANCIADA;11;1;10
21946;27;108000;aluguel;4;0;7
26609;27;108000;FINANCIADA;11;0;10
26617;27;108000;FINANCIADA;3;0;5
26619;27;108000;FINANCIADA;6;0;8
27041;27;108000;FINANCIADA;11;1;9
26633;27;108928;FINANCIADA;9;0;8
26636;27;109000;FINANCIADA;7;0;7
18605;27;110000;aluguel;5;0;5
26648;27;110000;FINANCIADA;11;0;5
26652;27;110000;FINANCIADA;0;0;7
26674;27;110000;FINANCIADA;5;0;10
26680;27;110000;FINANCIADA;8;0;6
26686;27;110000;FINANCIADA;0;0;9
26696;27;110000;FINANCIADA;3;0;6
26699;27;110000;propria;0;1;7
26725;27;110000;FINANCIADA;3;0;7
26742;27;110000;FINANCIADA;4;0;6
27756;27;110000;aluguel;6;0;8
28064;27;110000;FINANCIADA;4;0;10
28708;27;110000;aluguel;5;0;5
29083;27;110000;FINANCIADA;11;0;5
26745;27;110004;FINANCIADA;5;1;6
17936;27;111000;aluguel;11;0;8
26763;27;112000;FINANCIADA;12;0;8
26768;27;112000;FINANCIADA;5;0;8
26771;27;112000;FINANCIADA;9;0;10
20924;27;112440;aluguel;9;0;7
26778;27;112500;FINANCIADA;4;1;6
26781;27;112548;FINANCIADA;11;0;7
28399;27;112548;FINANCIADA;11;0;5
26783;27;112921;FINANCIADA;11;0;10
26787;27;113000;FINANCIADA;5;0;7
28969;27;113000;FINANCIADA;7;0;8
26795;27;113004;FINANCIADA;11;0;8
26798;27;113400;propria;6;0;7
26800;27;113800;FINANCIADA;3;0;10
26810;27;114000;FINANCIADA;7;1;8
21952;27;115000;aluguel;3;0;5
26825;27;115000;FINANCIADA;11;0;6
26838;27;115000;FINANCIADA;2;0;8
26843;27;115000;FINANCIADA;1;0;6
26847;27;115000;FINANCIADA;11;0;5
26851;27;115000;FINANCIADA;0;0;6
26854;27;115000;FINANCIADA;3;0;7
26859;27;115000;FINANCIADA;11;0;7
26864;27;115000;FINANCIADA;3;0;10
26867;27;115000;FINANCIADA;4;0;9
28549;27;115000;FINANCIADA;0;0;6
26875;27;115752;FINANCIADA;6;0;7
26876;27;116000;FINANCIADA;11;0;10
26878;27;116000;propria;3;0;7
27233;27;116000;FINANCIADA;0;0;10
27234;27;116000;FINANCIADA;4;1;7
27964;27;116000;FINANCIADA;4;0;6
27238;27;116899;FINANCIADA;12;0;7
18916;27;117000;aluguel;7;0;10
20588;27;117000;aluguel;2;0;10
26903;27;117832;FINANCIADA;4;0;7
26904;27;117996;FINANCIADA;4;0;10
19202;27;118000;aluguel;1;1;10
26906;27;118000;FINANCIADA;3;0;6
26911;27;118500;FINANCIADA;4;0;9
26913;27;119000;FINANCIADA;0;0;7
26919;27;119000;propria;5;0;5
27317;27;119000;FINANCIADA;7;0;7
18478;27;120000;aluguel;1;0;9
22569;27;120000;aluguel;0;0;10
24883;27;120000;aluguel;2;0;7
25683;27;120000;aluguel;4;0;5
26928;27;120000;FINANCIADA;2;0;5
26939;27;120000;FINANCIADA;11;0;8
26943;27;120000;FINANCIADA;4;1;6
26949;27;120000;FINANCIADA;0;0;10
26954;27;120000;FINANCIADA;0;0;9
26959;27;120000;FINANCIADA;;0;6
26963;27;120000;propria;11;0;10
26968;27;120000;FINANCIADA;3;0;10
26975;27;120000;FINANCIADA;11;0;6
26988;27;120000;FINANCIADA;10;0;5
27001;27;120000;FINANCIADA;11;0;6
27011;27;120000;FINANCIADA;11;0;9
27018;27;120000;FINANCIADA;2;0;10
27030;27;120000;FINANCIADA;4;0;8
27032;27;120000;FINANCIADA;5;0;9
27036;27;120000;FINANCIADA;11;0;5
27060;27;120000;FINANCIADA;11;1;7
27061;27;120000;FINANCIADA;4;0;10
27062;27;120000;FINANCIADA;2;0;8
27068;27;120000;FINANCIADA;11;0;6
27080;27;120000;FINANCIADA;7;0;6
27322;27;120000;FINANCIADA;0;0;6
28405;27;120000;FINANCIADA;2;0;7
28415;27;120000;FINANCIADA;3;0;7
28464;27;120000;FINANCIADA;4;0;6
28477;27;120000;aluguel;2;0;6
28675;27;120000;FINANCIADA;11;0;7
28684;27;120000;FINANCIADA;4;1;10
29051;27;120000;FINANCIADA;2;0;5
27088;27;121000;FINANCIADA;3;0;8
18989;27;122000;aluguel;3;0;5
27102;27;122000;FINANCIADA;1;0;6
27107;27;122880;FINANCIADA;3;0;5
27108;27;123000;FINANCIADA;0;1;7
27379;27;123000;propria;1;1;6
27118;27;123996;FINANCIADA;11;0;6
27120;27;124000;FINANCIADA;9;0;6
27124;27;124000;FINANCIADA;2;0;7
28275;27;124100;aluguel;3;0;6
18481;27;125000;aluguel;3;0;8
20596;27;125000;aluguel;5;0;6
22761;27;125000;aluguel;8;0;5
27133;27;125000;FINANCIADA;7;0;6
27147;27;125000;FINANCIADA;11;0;10
27160;27;125000;FINANCIADA;1;0;8
27172;27;125000;FINANCIADA;2;0;10
27183;27;125000;propria;7;0;8
27189;27;125000;FINANCIADA;7;1;5
27195;27;125000;FINANCIADA;11;1;8
29067;27;125000;FINANCIADA;2;0;6
27214;27;126000;FINANCIADA;11;0;9
27226;27;127000;FINANCIADA;6;0;8
29054;27;127000;FINANCIADA;6;0;5
18225;27;128000;aluguel;11;0;10
27231;27;128000;FINANCIADA;11;0;7
27232;27;128000;FINANCIADA;2;0;6
27241;27;129700;FINANCIADA;1;0;9
29108;27;129700;FINANCIADA;1;0;7
27242;27;129900;FINANCIADA;11;0;8
27244;27;129996;FINANCIADA;11;0;9
27476;27;129996;FINANCIADA;2;1;7
18991;27;130000;aluguel;0;0;7
20598;27;130000;aluguel;3;0;10
20599;27;130000;aluguel;6;0;5
20601;27;130000;aluguel;2;1;6
20928;27;130000;aluguel;9;0;6
25696;27;130000;aluguel;11;1;10
27248;27;130000;propria;3;0;10
27252;27;130000;FINANCIADA;11;0;6
27268;27;130000;FINANCIADA;3;0;10
27276;27;130000;FINANCIADA;11;0;5
27277;27;130000;FINANCIADA;2;0;9
27278;27;130000;FINANCIADA;5;0;7
27279;27;130000;FINANCIADA;0;1;7
27290;27;130000;FINANCIADA;1;0;7
27296;27;130000;propria;12;0;9
27310;27;130000;FINANCIADA;12;0;5
18486;27;132000;aluguel;6;0;8
18608;27;132000;aluguel;4;0;9
18992;27;132000;aluguel;2;0;5
28814;27;132000;aluguel;6;0;10
27357;27;135000;FINANCIADA;3;0;8
27385;27;136000;FINANCIADA;3;0;10
28739;27;136000;FINANCIADA;3;0;6
27393;27;137720;FINANCIADA;6;0;9
20320;27;138000;aluguel;2;0;10
27400;27;138000;FINANCIADA;5;0;5
18490;27;140000;aluguel;4;0;6
21230;27;140000;aluguel;0;0;8
27418;27;140000;FINANCIADA;7;0;9
27427;27;140000;FINANCIADA;4;0;9
27433;27;140000;FINANCIADA;11;0;9
27434;27;140000;propria;8;0;5
27435;27;140000;FINANCIADA;12;0;6
27462;27;140000;propria;12;0;10
27463;27;140000;FINANCIADA;0;0;5
27465;27;140000;FINANCIADA;2;0;5
27468;27;140004;FINANCIADA;11;0;6
27472;27;140987;FINANCIADA;5;0;10
29073;27;140987;FINANCIADA;5;0;6
21231;27;142000;aluguel;2;1;9
21353;27;144000;aluguel;8;1;5
27490;27;144000;FINANCIADA;11;1;6
27491;27;144000;FINANCIADA;11;0;6
27500;27;144000;FINANCIADA;6;0;5
27506;27;144000;FINANCIADA;4;1;8
21234;27;145000;aluguel;11;0;7
27525;27;145986;FINANCIADA;2;0;6
24856;27;146000;aluguel;3;0;6
27527;27;146000;FINANCIADA;5;0;5
28508;27;146000;FINANCIADA;5;0;9
27535;27;147884;FINANCIADA;4;0;5
27666;27;148000;FINANCIADA;1;1;6
27540;27;149616;propria;0;0;10
18172;27;150000;aluguel;1;0;6
23425;27;150000;aluguel;2;0;7
27560;27;150000;FINANCIADA;4;0;6
27573;27;150000;FINANCIADA;11;0;7
27577;27;150000;FINANCIADA;7;0;9
27578;27;150000;FINANCIADA;2;0;5
27580;27;150000;FINANCIADA;3;1;5
27599;27;150000;propria;0;0;6
27602;27;150000;FINANCIADA;1;0;5
27603;27;150000;FINANCIADA;4;1;6
27609;27;150000;FINANCIADA;11;0;10
27610;27;150000;FINANCIADA;11;0;5
27899;27;150000;FINANCIADA;2;0;7
28854;27;150000;propria;0;0;9
27618;27;150792;FINANCIADA;11;0;9
27684;27;151000;FINANCIADA;11;1;9
27646;27;156000;FINANCIADA;11;0;8
27647;27;156000;FINANCIADA;8;0;6
27980;27;156000;FINANCIADA;11;0;5
27651;27;157500;propria;6;1;6
27652;27;157544;FINANCIADA;8;0;8
28202;27;157544;FINANCIADA;8;1;10
27662;27;159600;FINANCIADA;1;0;8
18206;27;160000;FINANCIADA;11;0;5
18210;27;160000;FINANCIADA;12;1;6
18217;27;160000;FINANCIADA;12;1;6
20610;27;160000;aluguel;3;1;9
23428;27;160000;aluguel;4;0;9
27668;27;160000;FINANCIADA;;0;6
27675;27;160000;FINANCIADA;4;0;10
18193;27;160669;FINANCIADA;3;0;9
27685;27;163232;FINANCIADA;5;0;8
18175;27;165000;FINANCIADA;6;0;9
27686;27;165000;FINANCIADA;6;0;10
27694;27;166000;FINANCIADA;11;0;9
18109;27;168000;FINANCIADA;5;0;9
18186;27;170000;aluguel;11;0;10
25717;27;170000;aluguel;3;0;9
27787;27;170000;aluguel;0;0;8
28236;27;170000;aluguel;3;0;10
27748;27;170496;FINANCIADA;3;0;10
27717;27;175000;FINANCIADA;7;0;8
27718;27;175000;FINANCIADA;11;0;6
27724;27;175000;FINANCIADA;11;0;7
18087;27;180000;aluguel;2;0;10
18098;27;180000;aluguel;4;0;5
27741;27;180000;FINANCIADA;7;0;8
27744;27;180000;FINANCIADA;2;1;7
29014;27;180000;FINANCIADA;2;0;9
18080;27;183000;aluguel;12;1;6
21957;27;185000;aluguel;2;0;10
18074;27;185232;FINANCIADA;10;0;8
27807;27;185300;FINANCIADA;11;1;5
18072;27;186000;FINANCIADA;0;0;5
27754;27;189000;FINANCIADA;2;1;6
18058;27;190000;propria;11;0;8
18291;27;190000;aluguel;5;0;10
28106;27;190000;aluguel;5;0;8
27782;27;192000;FINANCIADA;11;0;8
18016;27;200000;FINANCIADA;7;0;9
18019;27;200000;FINANCIADA;6;0;10
18026;27;200000;FINANCIADA;6;0;7
27763;27;200000;FINANCIADA;9;0;10
17987;27;204000;FINANCIADA;3;1;6
17983;27;207182;FINANCIADA;11;0;5
28028;27;207182;FINANCIADA;11;0;7
27800;27;213000;FINANCIADA;11;1;5
18198;27;223000;aluguel;2;0;9
25714;27;223000;aluguel;4;0;6
17964;27;225000;FINANCIADA;11;0;5
17967;27;225000;FINANCIADA;1;0;7
28033;27;225000;FINANCIADA;1;0;6
27806;27;228000;FINANCIADA;12;0;6
17954;27;231252;FINANCIADA;1;0;6
27950;27;231252;FINANCIADA;1;0;10
27812;27;235000;FINANCIADA;5;0;5
28386;27;235000;FINANCIADA;5;0;9
17927;27;238000;aluguel;11;0;7
17940;27;240000;FINANCIADA;1;0;7
27823;27;244000;Outros;0;1;5
17913;27;258000;aluguel;11;1;7
28494;27;258000;aluguel;11;0;10
27836;27;264000;FINANCIADA;0;0;5
20614;27;275000;aluguel;7;1;10
27843;27;275000;FINANCIADA;11;0;6
27847;27;290000;FINANCIADA;0;0;6
17887;27;300000;FINANCIADA;6;1;7
27854;27;300000;FINANCIADA;11;0;8
27861;27;320000;FINANCIADA;11;0;9
17863;27;390000;FINANCIADA;11;0;6
15959;26;5500;aluguel;0;0;3
15952;26;7904;FINANCIADA;0;0;3
15943;26;8400;aluguel;;0;3
15929;26;9600;aluguel;4;1;2
1680;26;9840;aluguel;5;0;4
76;26;12000;propria;2;0;3
85;26;12000;propria;0;0;4
9149;26;12000;aluguel;;0;4
15890;26;12000;propria;6;0;3
16956;26;12000;propria;2;0;4
3105;26;14000;aluguel;8;0;3
3675;26;14000;aluguel;2;0;3
4332;26;14040;aluguel;1;0;2
1757;26;14400;aluguel;1;0;4
1759;26;14400;aluguel;4;0;2
1761;26;14400;aluguel;;0;4
1763;26;14400;aluguel;2;0;4
2064;26;14400;aluguel;;0;4
2483;26;14400;aluguel;1;0;2
13465;26;14400;aluguel;2;1;4
15118;26;14400;aluguel;1;0;4
16895;26;14400;aluguel;1;1;3
2430;26;15000;aluguel;1;1;4
2969;26;15000;aluguel;8;0;2
4129;26;15000;aluguel;0;0;4
4335;26;15000;aluguel;0;0;3
6749;26;15000;aluguel;2;0;4
5791;26;15436;aluguel;;0;3
15980;26;15436;aluguel;;0;3
9163;26;15600;aluguel;5;0;3
2169;26;16000;aluguel;1;1;2
9170;26;16120;aluguel;2;0;3
2073;26;16428;aluguel;0;0;4
16162;26;16428;aluguel;0;0;3
3488;26;16800;aluguel;;0;3
9176;26;16800;aluguel;0;0;4
2494;26;17280;aluguel;0;0;4
6109;26;17376;aluguel;1;0;3
15713;26;17500;propria;10;0;2
1700;26;18000;aluguel;1;1;3
1772;26;18000;aluguel;2;0;2
2077;26;18000;aluguel;1;1;2
9705;26;18000;aluguel;2;0;3
15133;26;18000;aluguel;0;0;2
13398;26;18144;aluguel;2;0;4
15140;26;18700;aluguel;2;0;4
16129;26;18700;aluguel;2;0;3
541;26;19200;propria;0;0;2
551;26;19200;FINANCIADA;5;0;4
567;26;19200;Outros;0;1;2
1777;26;19200;aluguel;3;0;4
9709;26;19200;aluguel;0;0;2
15610;26;19200;propria;7;0;3
1740;26;19392;aluguel;7;1;3
872;26;19500;aluguel;0;0;2
15574;26;19500;propria;0;0;3
4326;26;19800;aluguel;0;0;3
592;26;20000;FINANCIADA;5;0;3
626;26;20000;FINANCIADA;1;0;3
3715;26;20000;aluguel;0;1;4
4356;26;20000;aluguel;0;0;2
6999;26;20000;aluguel;9;0;4
16039;26;20000;FINANCIADA;5;0;3
16122;26;20000;FINANCIADA;1;0;4
648;26;20004;FINANCIADA;4;0;2
1780;26;20004;aluguel;2;0;3
3717;26;20004;aluguel;2;0;4
16987;26;20004;FINANCIADA;4;0;4
656;26;20280;FINANCIADA;5;0;2
6130;26;20400;aluguel;0;0;2
2528;26;21000;aluguel;3;0;2
3721;26;21000;aluguel;0;0;2
4364;26;21000;aluguel;0;0;4
9213;26;21000;aluguel;3;0;3
15494;26;21000;propria;4;1;3
17794;26;21000;propria;4;0;2
5238;26;21312;aluguel;0;0;2
732;26;21600;propria;5;0;3
746;26;21600;propria;;0;3
764;26;21600;FINANCIADA;0;0;3
774;26;21600;propria;;0;2
6133;26;21600;aluguel;3;0;4
7987;26;21600;aluguel;9;0;3
9220;26;21600;aluguel;0;0;4
797;26;22000;FINANCIADA;3;0;4
821;26;22000;propria;6;0;2
1687;26;22000;aluguel;2;0;3
10350;26;22000;aluguel;10;0;4
10351;26;22000;aluguel;9;1;2
830;26;22296;propria;;0;3
2301;26;22406;aluguel;5;0;4
16618;26;22406;aluguel;5;0;2
15371;26;22440;propria;10;0;4
6776;26;22480;aluguel;0;0;4
1708;26;22584;aluguel;;0;2
9232;26;22800;aluguel;4;0;4
17475;26;22800;aluguel;4;1;2
6782;26;22884;aluguel;2;0;4
9237;26;23484;aluguel;;0;2
10358;26;23624;aluguel;6;0;2
1010;26;24000;FINANCIADA;10;0;3
1049;26;24000;FINANCIADA;5;0;3
1051;26;24000;FINANCIADA;1;0;4
1078;26;24000;FINANCIADA;5;0;3
3133;26;24000;aluguel;0;0;4
3283;26;24000;aluguel;0;0;4
3610;26;24000;aluguel;1;0;4
4191;26;24000;aluguel;10;0;4
4193;26;24000;aluguel;5;0;3
4373;26;24000;aluguel;0;0;3
5750;26;24000;aluguel;3;0;3
6153;26;24000;aluguel;5;0;3
6155;26;24000;aluguel;5;0;4
6791;26;24000;aluguel;2;0;3
8488;26;24000;aluguel;1;0;3
9240;26;24000;aluguel;0;0;2
10362;26;24000;aluguel;3;0;2
15171;26;24000;aluguel;0;1;4
15252;26;24000;propria;0;0;4
16248;26;24000;aluguel;5;0;2
4132;26;24480;aluguel;0;0;4
5243;26;24500;aluguel;4;0;2
17564;26;24500;aluguel;4;0;3
12601;26;24856;aluguel;0;0;4
5305;26;24996;aluguel;3;0;4
10377;26;24996;aluguel;2;0;4
1138;26;25000;propria;0;0;2
1163;26;25000;FINANCIADA;10;0;2
1203;26;25000;propria;7;0;3
1216;26;25000;FINANCIADA;0;0;4
1242;26;25000;FINANCIADA;1;0;2
1337;26;25000;aluguel;1;1;3
2094;26;25000;aluguel;0;1;3
5308;26;25000;aluguel;3;0;2
6177;26;25000;aluguel;5;0;2
7289;26;25000;aluguel;4;1;2
8602;26;25000;aluguel;1;0;4
9267;26;25000;aluguel;2;0;3
15046;26;25000;propria;1;0;3
15178;26;25000;aluguel;1;0;2
1253;26;25104;propria;0;0;2
12615;26;25200;aluguel;1;1;3
15028;26;25200;aluguel;0;1;2
15180;26;25200;aluguel;2;1;2
5751;26;25300;aluguel;2;1;2
1292;26;25500;FINANCIADA;8;0;4
7292;26;25596;aluguel;0;0;4
578;26;26000;aluguel;10;0;2
1319;26;26000;FINANCIADA;7;0;4
1320;26;26000;FINANCIADA;4;0;3
1339;26;26000;propria;0;0;3
3647;26;26000;aluguel;2;0;4
6076;26;26000;aluguel;5;1;4
8203;26;26000;aluguel;2;0;2
1361;26;26004;FINANCIADA;5;0;2
1367;26;26004;FINANCIADA;2;0;3
1414;26;26400;FINANCIADA;10;1;3
3753;26;26400;aluguel;0;0;2
6193;26;26400;aluguel;6;0;2
6195;26;26400;aluguel;6;0;4
14856;26;26400;propria;8;0;4
17659;26;26400;FINANCIADA;10;0;4
15093;26;26989;aluguel;2;1;3
1463;26;27000;FINANCIADA;;0;3
1476;26;27000;FINANCIADA;2;0;2
2320;26;27000;aluguel;0;0;4
6060;26;27000;aluguel;1;0;3
8616;26;27000;aluguel;0;0;4
11914;26;27000;aluguel;9;0;3
6205;26;27031;aluguel;2;0;4
1510;26;27138;FINANCIADA;10;0;2
2323;26;27200;aluguel;4;0;4
1532;26;27600;propria;2;0;3
4327;26;27600;aluguel;0;0;2
4383;26;27880;aluguel;1;0;4
1564;26;27983;FINANCIADA;7;0;3
17700;26;27983;FINANCIADA;7;0;3
1607;26;28000;FINANCIADA;8;0;2
1635;26;28000;propria;5;0;3
2246;26;28000;aluguel;10;1;3
3063;26;28000;aluguel;2;0;4
4666;26;28000;aluguel;5;0;4
7298;26;28000;aluguel;7;0;3
7432;26;28000;aluguel;8;0;2
9120;26;28000;aluguel;6;0;4
10083;26;28000;aluguel;4;0;4
14314;26;28000;aluguel;10;0;3
14681;26;28000;propria;;0;4
7697;26;28608;aluguel;2;0;3
5324;26;28700;aluguel;6;1;3
1679;26;28800;propria;8;0;3
1684;26;28800;FINANCIADA;2;0;2
2248;26;28800;aluguel;0;0;2
7700;26;28800;aluguel;4;0;4
8645;26;28800;aluguel;5;1;3
14419;26;28800;aluguel;10;0;2
17260;26;28800;aluguel;10;0;3
14553;26;28944;propria;10;0;4
1350;26;29000;aluguel;2;0;4
1375;26;29000;aluguel;1;0;3
1762;26;29000;FINANCIADA;10;0;4
3016;26;29000;FINANCIADA;1;0;4
3092;26;29000;aluguel;0;1;4
4113;26;29000;aluguel;10;0;3
4820;26;29000;aluguel;6;1;2
7391;26;29000;aluguel;11;0;3
9989;26;29000;aluguel;10;0;3
6321;26;29004;aluguel;1;0;4
14425;26;29040;aluguel;2;0;4
11882;26;29136;aluguel;0;1;4
6327;26;29364;aluguel;4;1;4
1119;26;29400;aluguel;1;1;2
3114;26;29400;FINANCIADA;4;0;4
10438;26;29406;aluguel;5;0;4
8496;26;29760;aluguel;6;0;4
1357;26;30000;aluguel;2;0;3
1465;26;30000;aluguel;2;0;4
1561;26;30000;aluguel;0;1;3
1823;26;30000;aluguel;2;0;2
1882;26;30000;FINANCIADA;10;0;3
1894;26;30000;aluguel;9;0;3
1948;26;30000;FINANCIADA;5;0;2
2042;26;30000;propria;0;0;4
2056;26;30000;aluguel;1;0;2
2067;26;30000;FINANCIADA;0;0;3
2075;26;30000;FINANCIADA;3;0;2
2113;26;30000;propria;0;0;2
2128;26;30000;FINANCIADA;0;0;4
2131;26;30000;FINANCIADA;0;1;4
2450;26;30000;aluguel;;1;3
2991;26;30000;aluguel;2;0;3
3148;26;30000;aluguel;2;0;2
3179;26;30000;FINANCIADA;;0;4
3287;26;30000;aluguel;3;0;4
3495;26;30000;aluguel;0;0;3
3799;26;30000;aluguel;4;0;3
3806;26;30000;aluguel;1;0;4
3864;26;30000;aluguel;3;1;2
4114;26;30000;aluguel;3;0;4
4115;26;30000;aluguel;1;0;3
4732;26;30000;aluguel;2;0;2
4736;26;30000;aluguel;4;1;2
4741;26;30000;aluguel;11;0;2
4754;26;30000;aluguel;7;0;4
5755;26;30000;aluguel;3;0;4
6260;26;30000;aluguel;2;0;2
6264;26;30000;aluguel;0;1;2
6266;26;30000;aluguel;3;0;3
6344;26;30000;aluguel;2;0;2
6374;26;30000;aluguel;1;0;4
7715;26;30000;aluguel;2;0;4
8215;26;30000;aluguel;1;0;3
8648;26;30000;aluguel;0;0;2
8653;26;30000;aluguel;5;0;2
8658;26;30000;aluguel;1;0;3
8660;26;30000;aluguel;3;1;4
8664;26;30000;aluguel;4;0;2
8729;26;30000;aluguel;6;0;3
9787;26;30000;aluguel;8;0;2
9832;26;30000;aluguel;0;1;4
10449;26;30000;aluguel;1;0;4
12143;26;30000;aluguel;6;0;2
12287;26;30000;aluguel;4;0;3
12650;26;30000;aluguel;1;0;4
13379;26;30000;aluguel;2;0;2
14161;26;30000;propria;3;0;2
14167;26;30000;propria;3;0;3
14307;26;30000;propria;3;0;2
14319;26;30000;aluguel;;0;2
14387;26;30000;propria;3;0;3
14427;26;30000;propria;3;0;3
14429;26;30000;aluguel;5;0;3
14438;26;30000;propria;4;0;4
14439;26;30000;propria;5;0;4
15878;26;30000;aluguel;5;0;3
16018;26;30000;propria;0;1;2
17426;26;30000;aluguel;4;1;4
2180;26;30200;propria;3;0;2
8240;26;30320;aluguel;2;0;3
9727;26;30500;aluguel;1;1;4
3448;26;30576;FINANCIADA;10;1;2
10495;26;30720;aluguel;4;0;3
10498;26;30720;aluguel;5;0;2
2226;26;31000;FINANCIADA;9;0;4
2258;26;31000;FINANCIADA;5;0;2
4762;26;31000;aluguel;4;1;3
7720;26;31000;aluguel;6;0;2
8680;26;31000;aluguel;5;1;3
3811;26;31104;aluguel;1;0;3
2563;26;31131;aluguel;0;1;4
2268;26;31200;FINANCIADA;6;0;2
2293;26;31200;FINANCIADA;4;0;3
2333;26;31200;aluguel;4;0;3
2463;26;31200;aluguel;0;0;2
4765;26;31200;aluguel;8;0;2
6272;26;31200;aluguel;10;0;3
7539;26;31200;aluguel;1;0;3
9600;26;31200;aluguel;4;0;3
17820;26;31200;aluguel;8;0;2
2316;26;31303;FINANCIADA;7;0;2
7550;26;31836;aluguel;1;0;4
16668;26;31836;aluguel;1;0;4
2352;26;31992;Outros;0;0;4
1902;26;32000;aluguel;5;0;3
2385;26;32000;FINANCIADA;4;0;3
2405;26;32000;FINANCIADA;7;1;3
3686;26;32000;FINANCIADA;10;0;3
4773;26;32000;aluguel;3;0;2
4777;26;32000;aluguel;3;0;2
4779;26;32000;aluguel;10;1;3
7269;26;32000;aluguel;7;0;2
7303;26;32000;aluguel;2;1;2
8221;26;32000;aluguel;1;1;3
10519;26;32000;aluguel;6;0;3
12236;26;32000;aluguel;6;0;3
13247;26;32000;aluguel;4;0;2
15049;26;32000;aluguel;5;1;3
16427;26;32000;aluguel;1;0;3
16521;26;32000;aluguel;3;0;2
4892;26;32352;aluguel;0;0;4
2005;26;32400;aluguel;10;0;4
3803;26;32400;FINANCIADA;10;1;4
3825;26;32400;aluguel;9;0;2
2505;26;32450;FINANCIADA;5;0;4
16952;26;32450;FINANCIADA;5;0;2
3839;26;32496;FINANCIADA;8;0;3
2519;26;32500;FINANCIADA;8;0;4
2520;26;32500;FINANCIADA;0;0;2
16786;26;32500;FINANCIADA;8;1;3
2577;26;32640;aluguel;7;0;2
13804;26;32956;propria;10;0;3
2564;26;33000;propria;;0;2
2578;26;33000;aluguel;7;0;4
2610;26;33000;aluguel;2;0;3
2612;26;33000;FINANCIADA;10;0;4
3153;26;33000;aluguel;1;0;2
3894;26;33000;FINANCIADA;0;0;2
3915;26;33000;FINANCIADA;1;1;3
4405;26;33000;aluguel;6;0;4
4789;26;33000;aluguel;2;0;4
5226;26;33000;aluguel;4;1;3
6294;26;33000;aluguel;1;0;2
10540;26;33000;aluguel;3;0;3
2582;26;33189;aluguel;4;0;2
3921;26;33192;FINANCIADA;;0;4
10545;26;33200;aluguel;2;0;2
3842;26;33227;aluguel;2;0;3
4798;26;33280;aluguel;11;0;4
1578;26;33600;aluguel;6;0;4
3076;26;33600;aluguel;4;0;4
5757;26;33600;aluguel;0;0;4
6299;26;33600;aluguel;4;0;3
14462;26;33600;aluguel;0;1;2
16170;26;33600;aluguel;4;1;2
3957;26;33660;FINANCIADA;0;0;2
2252;26;33800;aluguel;4;0;4
2692;26;33800;FINANCIADA;9;0;3
17517;26;33800;aluguel;4;1;2
3438;26;33996;aluguel;2;0;3
7745;26;33996;aluguel;10;0;2
